isbn,title,publisher,publication_date,series_name,book_format,language,print_length,isbn_10,isbn_13,item_weight,length,width,height,rating,number_of_reviews,availability,price,best_sellers_rank,customer_reviews,reading_age,edition,author,asin,description,product_url,scrape_status,error_message
9.78141E+12,"Peppa Pig: The Fire Engine: My First Storybook [Board book] [Jan 01, 2000] Ladybird",LADYBIRD,7/1/2010,Peppa Pig,Hardcover,English,16,1409304876,9.78141E+12,8.5,6.93,6.93,0.59,4.8,328,Only 8 left in stock - order soon.,15.51,775820,4.8,,,Ladybird,,"BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.  Read more",https://www.amazon.com/Peppa-Pig-Engine-First-Storybook/dp/1409304876,success,
9.78141E+12,Disney Mini Board Books -Pinocchio: From Head to Toe,Parragon Book Service Ltd,,,Board book,English,10,1407581988,9.78141E+12,10.6,,,,,,,,10107082,,,,,,,https://www.amazon.com/Disney-Mini-Board-Books-Pinocchio/dp/1407581988,success,
9.78141E+12,Elizabeth Tsl 06 (Thomas Story Library),Egmont Books Ltd,1/6/2008,,Paperback,English,34,1405234520,9.78141E+12,1.44,,,,5,1,In stock,17.6,,5,,,Robin Davies,,Picture character books  Read more,https://www.amazon.com/Elizabeth-Tsl-Thomas-Story-Library/dp/1405234520,success,
9.78153E+12,Peppa Pig Peppa's Colorful World: A Painting and Coloring Book,Parragon Inc,27/3/2018,,Paperback,English,128,152700306X,9.78153E+12,16,10.88,7.88,0.88,5,1,,,,5,5.5,Clr Csm,Parragon Books Ltd.,,"Use the included paint palette and crayons and bring to life your favorite Peppa Pig characters Peppa Pig, George, Daisy and many more. To add to the fun, this book comes with 50 amazing stickers.  Read more",https://www.amazon.com/Peppa-Pig-Peppas-Colorful-World/dp/152700306X,success,
9.7989E+12,HowExpert Guide to Global Goals: The Ultimate Handbook for Understanding and Achieving the 17 United Nations Sustainable Development Goals,"Hot Methods, Inc.",26/9/2024,,Kindle,English,304,,9.7989E+12,15.8,9,6,0.76,,,In Stock,9.99,2440067,,,,HowExpert,B0DJ2T8P1Z,"If you want to understand the United Nations’ Sustainable Development Goals (SDGs) and make a meaningful impact, HowExpert Guide to Global Goals: The Ultimate Handbook for Understanding and Achieving the 17 United Nations Sustainable Development Goals (SDGs) is the ideal resource for you.This guide breaks down each of the 17 SDGs into clear, actionable chapters, offering valuable insights on how you can help address the world’s most pressing challenges. Whether you're an individual striving to create change or part of an organization aiming for global impact, this book is your practical roadmap to understanding and achieving the SDGs.What you'll find inside:- Introduction: Understanding the Global Goals – Gain an essential overview of the 17 SDGs, the need for global collaboration, and how your actions can contribute to positive change.- Chapter 1: No Poverty – Explore solutions to eradicate extreme poverty and empower vulnerable communities.- Chapter 2: Zero Hunger – Discover sustainable agriculture and food security initiatives to end hunger.- Chapter 3: Good Health and Well-Being – Learn strategies to ensure global access to quality healthcare and promote well-being.- Chapter 4: Quality Education – Understand how inclusive and equitable education can transform lives and foster lifelong learning.- Chapter 5: Gender Equality – Find out how to empower women and girls through education, leadership, and advocacy.- Chapter 6: Clean Water and Sanitation – Learn about efforts to provide clean water, improve sanitation, and protect water resources.- Chapter 7: Affordable and Clean Energy – Discover how renewable energy and energy efficiency can lead to a sustainable future.- Chapter 8: Decent Work and Economic Growth – Explore how inclusive economies and decent work opportunities drive global prosperity.- Chapter 9: Industry, Innovation, and Infrastructure – Understand the role of sustainable industrialization and resilient infrastructure.- Chapter 10: Reduced Inequalities – Learn how to address income inequality and promote social inclusion for all.- Chapter 11: Sustainable Cities and Communities – Discover strategies for building resilient, inclusive urban spaces.- Chapter 12: Responsible Consumption and Production – Promote sustainable consumption and reduce waste to protect the planet.- Chapter 13: Climate Action – Learn actionable strategies to combat climate change and build resilience.- Chapter 14: Life Below Water – Protect marine ecosystems and promote sustainable use of ocean resources.- Chapter 15: Life on Land – Conserve biodiversity and protect terrestrial ecosystems.- Chapter 16: Peace, Justice, and Strong Institutions – Promote peace, justice, and inclusive institutions for a more just world.- Chapter 17: Partnerships for the Goals – Understand how global partnerships foster collaboration and accelerate SDG achievement.- Conclusion: Shaping the Future – Explore how your actions can help build a sustainable, equitable future.- Appendices – Find key organizations, tools, and resources to support global change and achieving the SDGs.HowExpert Guide to Global Goals provides essential knowledge and practical insights to help you make a tangible contribution to a more sustainable world. Each chapter includes real-world examples, strategies, and solutions you can apply in your personal life or career to create meaningful impact, whether locally or globally.Take the first step toward global change – order your copy today and join the movement of individuals and organizations working together to achieve the 17 Global Goals. Your actions matter, and together, we can create a better future for all.HowExpert publishes how to guides on topics from A to Z.  Read more",https://www.amazon.com/HowExpert-Guide-Global-Goals-Understanding/dp/B0DJ2T8P1Z,success,
9.78147E+12,Sofia the First - Welcome to Enchancia!,Parragon Book Service Ltd,11/5/2014,,Board book,English,10,1472341546,9.78147E+12,13.4,,,,5,5,In stock,23.6,9083132,5,,,Walt Disney Company,,,https://www.amazon.com/Sofia-First-Welcome-Enchancia/dp/1472341546,success,
9.78276E+12,Disney Sofia My Busy Book,Phidal Publishing Inc.,1/2/2014,,Board book,English,10,2764324022,9.78276E+12,24,10,8,1.6,4,51,,50.21,5694125,4,,,Phidal Publishing Inc.,,"An engaging storybook and toy in one activity kit! My Busy Books offer full-page illustrations, a story, figurines, and a playmat that bring the characters to life and ignite your child's imagination. 3 years and up.© DisneyFeatures:Sturdy board bookColorful imagesLively storyPlastic figurinesDurable playmatFigurines and playmat stored in the bookPortable10 pages of fun!Since 1979, Phidal Publishing has introduced children to the joys of reading by creating colorful, safe, and fun products. Our goal is to both educate and entertain children by engaging their imaginations. Our books feature familiar faces and original characters in innovative formats developed to meet the needs of parents and children. We at Phidal are honored that families and educators around the world continue to rely on our collection of carefully crafted books, which spark young imaginations and introduce children to the joys of reading and learning.  Read more",https://www.amazon.com/Disney-Sofia-My-Busy-Book/dp/2764324022,success,
9.78134E+12,Dog Man and Cat Kid: A Graphic Novel (Dog Man #4): From the Creator of Captain Underpants (4),Graphix,3/8/2021,,Kindle,English,256,1338741063,9.78134E+12,21.6,8.5,5.75,0.75,4.8,21967,In Stock,7.99,746,4.8,8,,Dav Pilkey,,"Action and mystery abound on the movie set in the fourth Dog Man book from worldwide bestselling author and artist Dav Pilkey.Hot diggity dog! Dog Man is back -- and this time he's not alone. The heroic hound with a real nose for justice now has a furry feline sidekick, and together they have a mystery to sniff out! When a new kitty sitter arrives and a glamorous movie starlet goes missing, it's up to Dog Man and Cat Kid to save the day! Will these heroes stay hot on the trail, or will Petey, the World's Most Evil Cat, send them barking up the wrong tree?Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including empathy, kindness, persistence, and the importance of being true to one's self.  Read more",https://www.amazon.com/Dog-Man-Cat-Kid-Underpants/dp/1338741063,success,
9.78075E+12,Kitten's Day Out,Usborne Publishing Ltd,28/1/2005,Farmyard Tales,Hardcover,English,16,746063156,9.78075E+12,1.41,6.02,5.94,0.08,4.7,94,,8.31,,4.7,4,,"Heather Amery, Stephen Cartwright",,NA  Read more,https://www.amazon.com/Kittens-Day-Out-Heather-Amery/dp/0746063156,success,
9.78194E+12,Wee Sing Nursery Rhymes and Lullabies,Penguin Random House LLC,19/12/2023,,Kindle,English,,,9.78194E+12,,,,,4.5,258,,1.99,,4.5,4,,"Pamela Conn Beall, Susan Hagen Nipp",B0CQNVSVWN,"Join Jack and Jill, Georgie Porgie, and Mary and her little lamb as they take a journey to King Cole’s birthday party in London town. All your favorite nursery rhymes are sung or chanted as they are intertwined throughout the story. Children’s voices make up the choir as well as the nursery rhyme characters on the journey. The narrator and humorous people met along the way are created by imaginative adult voices. The journey ends as everyone rests while listening to lullabies.  Read more",https://www.amazon.com/Wee-Sing-Nursery-Rhymes-Lullabies-ebook/dp/B0CQNVSVWN,success,
9.78006E+12,My Five Senses (Let's-Read-and-Find-Out Science 1),HarperCollins,4/8/2015,Let's-Read-and-Find-Out Science 1,Hardcover,English,32,62381911,9.78006E+12,12,10,8,0.38,4.8,1242,In Stock,12.81,277987,4.8,3.5,Revised,Aliki,,"Read and find out about your five senses in this colorfully illustrated nonfiction picture book.Sight, smell, taste, hearing, and touch—our five senses teach us about our world. Beloved author-illustrator Aliki’s simple, engaging text and colorful artwork show young readers how they use their senses to smell a rose or play with a puppy. This is a clear and appealing book for early elementary age kids, both at home and in the classroom.As Children's Books and Their Creators put it: Aliki ""treats complex topics clearly and succinctly while providing lively pictures, with informative details and humorous elements often appearing in 'balloons.'"" Aliki's books continue to speak to today's young readers.This is a Level 1 Let's-Read-and-Find-Out, which means the book explores introductory concepts perfect for children in the primary grades. The 100+ titles in this leading nonfiction series are:hands-on and visualacclaimed and trustedgreat for classroomsTop 10 reasons to love LRFOs:Entertain and educate at the same timeHave appealing, child-centered topicsDevelopmentally appropriate for emerging readersFocused; answering questions instead of using survey approachEmploy engaging picture book quality illustrationsUse simple charts and graphics to improve visual literacy skillsFeature hands-on activities to engage young scientistsMeet national science education standardsWritten/illustrated by award-winning authors/illustrators & vetted by an expert in the fieldOver 130 titles in print, meeting a wide range of kids' scientific interestsBook in this series support the Common Core Learning Standards, Next Generation Science Standards, and the Science, Technology, Engineering, and Math (STEM) standards. Let's-Read-and-Find-Out is the winner of the American Association for the Advancement of Science/Subaru Science Books & Films Prize for Outstanding Science Series.  Read more",https://www.amazon.com/Five-Senses-Lets-Read-Find-Out-Science/dp/0062381911,success,
9.78076E+12,Watch Out! on the Road (Watch Out! Books),B E S Pub Co,1/1/2006,,Paperback,English,32,764133241,9.78076E+12,3.21,8.25,7.25,0.25,4.7,30,,57,1921319,4.7,5.5,,"Claire Llewellyn, Mike Gordon",,"Children learn to observe safety rules when riding their bikes, or while traveling as a passenger in their parents’ car. They will also find important pedestrian advice on safe crossing at intersections and staying close to parents or the adult they are walking with. Clearly written in brief passages that are easy for younger children to absorb and understand, the Watch Out! series of color-illustrated books give kids safety advice that applies inside and outside the home, while they are traveling in a car, and when they are enjoying nature and having outdoor fun. The lessons illustrated in all Watch Out! books help children identify safety issues and avoid potentially dangerous situations. Appealing cartoon-style illustrations on every page.  Read more",https://www.amazon.com/Watch-Out-Road-Books/dp/0764133241,success,
9.78174E+12,1 - 25 Dot-to-Dot,Unknown,,,Paperback,English,,1741816432,9.78174E+12,12.6,,,,,,,19.15,,,,,Hinkler,,,https://www.amazon.com/1-25-Dot-Dot-Hinkler/dp/1741816432,success,
9.78147E+12,365 Animal Stories and Rhymes,Parragon Book Service Ltd,,Children's Padded Storybook Treasury,Hardcover,English,,147481400X,9.78147E+12,35.2,,,,4.7,279,,9.33,1804915,4.7,,,,,,https://www.amazon.com/365-Animal-Stories-Rhymes-Parragon/dp/147481400X,success,
